Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
112240;0,015;14,9421;1,4120;0,2419;15,4066;269,3383;352,9337;True;True;0,7418;1,4742;-0,4491;286,0668;97,9945;346,0029;0,6483;0,5994;-0,0520;0,0000;-0,1490;1,5227;-0,2316;297,4099;312,7374;329,8865;0,2895;-0,0021;-0,2738;0,0000;
112245;0,04;14,9423;1,4150;0,2483;15,2226;269,7242;353,7397;True;True;0,7577;1,4914;-0,4484;286,1718;77,7479;5,4325;0,8513;1,1286;-0,0524;0,0000;-0,1388;1,5226;-0,2434;294,8086;309,1685;332,5798;0,6447;-0,0184;-0,7551;0,0000;
112250;0,06499999;14,9428;1,4150;0,2614;15,7174;269,3240;355,2067;True;True;0,7697;1,5139;-0,4505;283,9260;81,5126;0,0712;0,4374;0,7757;-0,0420;0,0000;-0,1253;1,5187;-0,2569;295,7973;305,8982;337,3347;0,5705;-0,3356;-0,4596;0,0000;
112255;0,09;14,9425;1,4128;0,2784;15,5803;267,9052;356,6629;True;True;0,7883;1,5348;-0,4439;281,6917;86,9869;350,8915;0,6420;0,5084;0,4806;0,0000;-0,1103;1,5000;-0,2721;295,2839;305,2097;334,4844;0,2691;-0,8442;-0,5049;0,0000;
112260;0,115;14,9433;1,4136;0,2900;15,8679;266,8491;357,3731;True;True;0,8031;1,5458;-0,4331;281,4165;91,3756;348,1183;0,2847;0,3036;0,2797;0,0000;-0,1131;1,4792;-0,2865;297,4354;302,1074;334,1653;-0,3102;-0,5408;-0,4694;0,0000;
112265;0,14;14,9452;1,4123;0,2952;15,7366;266,0316;357,4551;True;True;0,8061;1,5505;-0,4275;281,8923;99,1226;340,5836;-0,0545;0,0665;0,1901;0,0000;-0,1322;1,4705;-0,3054;297,6144;294,3535;337,4770;-1,3362;-0,1581;-1,0672;0,0000;
112270;0,165;14,9474;1,4072;0,2889;15,8795;265,4330;356,5978;True;True;0,7959;1,5427;-0,4265;281,6313;103,5887;335,9880;-0,5191;-0,4800;0,1340;0,0000;-0,1593;1,4772;-0,3172;298,6855;286,9492;342,1641;-0,8950;0,3554;-0,3041;0,0000;
112275;0,19;14,9493;1,4065;0,2768;15,8538;264,9612;355,5998;True;True;0,7807;1,5280;-0,4237;280,5540;97,2841;341,7169;-0,4176;-0,5086;0,0794;0,0000;-0,1784;1,4865;-0,3222;294,1733;282,0979;339,3137;-0,3758;0,3730;0,1190;0,0000;
112280;0,2149999;14,9485;1,4053;0,2695;15,6285;266,2281;354,4933;True;True;0,7782;1,5142;-0,4235;281,2072;95,9128;343,7681;0,2444;-0,5037;-0,1673;0,0000;-0,1893;1,5026;-0,3254;292,5473;280,4085;341,2702;-0,2901;0,5697;-0,0360;0,0000;
112285;0,2399999;14,9458;1,3998;0,2694;15,3679;269,0789;353,2106;True;True;0,8028;1,4933;-0,4357;283,9297;103,2866;345,2595;1,6931;-1,2155;-0,7931;0,0000;-0,2017;1,5167;-0,3132;292,5241;275,7796;344,5801;-0,7575;0,6949;0,8021;0,0000;
