Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
221005;0,01;15,2931;1,6019;0,1026;359,9139;270,3088;0,6951;True;True;0,2195;1,3343;-0,5939;329,3736;8,7181;356,8648;0,6593;-0,1412;-0,5841;0,0000;-0,1541;1,3232;-0,6731;354,3968;320,5097;21,8842;0,4580;0,0681;-0,4926;0,0000;
221010;0,035;15,3051;1,6019;0,1132;1,1525;270,8849;0,3937;True;True;0,2363;1,3309;-0,6081;332,0680;11,0708;354,7901;0,3894;-0,1163;-0,5355;0,0000;-0,1403;1,3281;-0,6798;353,4350;319,6982;21,1132;0,4650;0,2751;-0,0621;0,0000;
221015;0,05999999;15,3192;1,5997;0,1129;3,2281;271,0964;359,7585;True;True;0,2457;1,3349;-0,6282;333,2130;14,0471;353,6655;0,2284;0,2061;-0,8096;0,0000;-0,1260;1,3376;-0,6805;351,4617;323,4717;16,5183;0,4186;0,3722;-0,1300;0,0000;
221020;0,085;15,3353;1,5970;0,1044;4,4345;271,3986;359,2601;True;True;0,2463;1,3397;-0,6526;331,1124;17,5100;351,4448;-0,2253;0,0751;-0,4639;0,0000;-0,1169;1,3469;-0,6849;345,9037;326,3419;13,7989;0,0557;0,2041;-0,0180;0,0000;
221025;0,11;15,3468;1,5966;0,0931;5,2013;272,1474;358,3583;True;True;0,2359;1,3387;-0,6635;331,4192;22,6522;353,8683;-0,5811;0,0345;-0,4250;0,0000;-0,1183;1,3530;-0,6828;345,0490;329,9170;14,6870;-0,0538;0,2273;0,1562;0,0000;
221030;0,135;15,3557;1,5966;0,0753;5,8066;267,8084;357,5356;True;True;0,2137;1,3402;-0,6714;330,5693;24,9182;356,9475;-0,9577;0,0733;-0,3069;0,0000;-0,1206;1,3630;-0,6857;340,4930;328,2800;7,1496;-0,2482;0,3659;-0,3046;0,0000;
221035;0,16;15,3627;1,5965;0,0575;6,2148;260,8254;357,6050;True;True;0,1832;1,3412;-0,6736;325,4594;21,9880;3,5037;-1,0712;0,0263;0,0527;0,0000;-0,1316;1,3699;-0,6976;336,7384;322,7490;6,3673;-0,4541;0,1317;-0,5250;0,0000;
221040;0,185;15,3677;1,5959;0,0513;6,4287;257,2734;356,9036;True;True;0,1650;1,3436;-0,6748;317,9262;28,5839;7,7885;0,2354;0,0970;-0,0813;0,0000;-0,1266;1,3691;-0,7104;327,5725;312,4988;2,2485;0,8028;-0,1906;-0,2822;0,0000;
221045;0,2099999;15,3677;1,5956;0,0551;4,8458;257,4613;358,1139;True;True;0,1659;1,3475;-0,6834;312,0701;33,4082;4,1836;-0,3362;0,1341;-0,0879;0,0000;-0,0995;1,3568;-0,7061;322,2443;317,6794;356,2255;1,1554;-0,7678;0,5318;0,0000;
221050;0,2349999;15,3716;1,5859;0,0491;6,8428;250,2409;359,1015;True;True;0,1522;1,3459;-0,6769;309,2084;31,3813;1,9882;-1,2691;0,0390;0,2148;0,0000;-0,0958;1,3506;-0,7192;322,5286;309,0659;4,7372;-0,1351;-0,3574;-1,2747;0,0000;
