Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
42535;0,01;14,0698;1,4761;-0,2499;5,9187;264,1320;0,8918;True;True;-0,0311;1,2359;0,6122;331,9974;31,8391;350,2954;-0,0620;-0,0937;0,0415;0,0000;-0,5146;1,2543;0,5438;335,7104;317,7957;19,0212;-0,0587;-0,1179;0,0965;0,0000;
42540;0,035;14,0695;1,4749;-0,2473;6,1567;265,3654;0,5564;True;True;-0,0349;1,2334;0,6145;332,7826;32,2031;352,8708;-0,1663;-0,1109;0,0643;0,0000;-0,5170;1,2523;0,5409;336,2252;315,5922;20,3976;-0,1422;-0,1171;-0,1242;0,0000;
42545;0,05999999;14,0691;1,4742;-0,2432;6,5682;267,8707;0,8676;True;True;-0,0382;1,2342;0,6143;333,3537;30,8377;353,7292;-0,1952;0,0825;-0,0431;0,0000;-0,5207;1,2532;0,5356;335,3140;311,8440;23,4581;-0,0360;0,1187;-0,2253;0,0000;
42550;0,085;14,0683;1,4738;-0,2404;6,8146;269,7133;0,3452;True;True;-0,0412;1,2351;0,6144;329,7301;31,0183;359,1955;-0,0842;0,0046;-0,0530;0,0000;-0,5212;1,2552;0,5354;334,1824;310,8398;23,0160;-0,0103;0,0687;-0,0419;0,0000;
42555;0,11;14,0661;1,4730;-0,2401;7,1149;268,9824;0,3488;True;True;-0,0403;1,2352;0,6176;330,8714;33,9824;358,3982;-0,0921;0,0401;0,1709;0,0000;-0,5165;1,2562;0,5457;334,4638;311,6222;21,7500;0,2323;-0,0287;0,4095;0,0000;
42560;0,135;14,0619;1,4704;-0,2392;7,1233;267,4721;1,1316;True;True;-0,0442;1,2353;0,6215;326,3494;41,6136;358,1433;-0,2121;-0,0070;0,2115;0,0000;-0,4989;1,2552;0,5658;331,1689;310,2957;15,7067;1,0713;-0,1303;1,4592;0,0000;
42565;0,16;14,0495;1,4629;-0,2406;6,5619;265,7834;1,4992;True;True;-0,0697;1,2284;0,6454;321,6592;38,0579;4,7957;-0,9064;-0,4722;1,2934;0,0000;-0,4581;1,2376;0,5944;327,3425;314,6424;7,8079;1,9311;-0,9801;1,3016;0,0000;
42570;0,185;14,0310;1,4569;-0,2407;7,6448;264,5156;359,2962;True;True;-0,1104;1,2146;0,6720;302,1605;62,0815;359,8813;-1,1777;-0,1864;0,4381;0,0000;-0,4146;1,2185;0,6075;319,1168;310,6121;9,3192;1,4281;-0,5054;-0,1868;0,0000;
42575;0,2099999;14,0127;1,4413;-0,2319;6,3659;263,5502;359,7953;True;True;-0,1364;1,2099;0,6814;291,8879;83,3753;331,1426;-0,9281;-0,3793;0,9566;0,0000;-0,3712;1,2049;0,6065;303,2000;298,3656;16,5547;1,2206;-0,6581;0,0174;0,0000;
42580;0,2349999;13,9953;1,4025;-0,2134;8,4382;263,2866;359,8458;True;True;-0,1354;1,1881;0,7043;296,9424;70,7350;336,8112;-0,1400;-1,2898;0,9676;0,0000;-0,3445;1,1690;0,6404;310,9634;303,0381;17,2366;1,2736;-1,6400;2,0015;0,0000;
42585;0,2599999;13,9443;1,3645;-0,1884;6,2785;261,9493;3,3843;True;True;-0,1278;1,1541;0,7563;291,9095;75,7391;330,2831;0,4515;-1,6155;2,9405;0,0000;-0,2735;1,1267;0,7005;303,4953;295,0820;18,2408;4,0947;-1,6050;3,5862;0,0000;
42590;0,2849999;13,8520;1,3190;-0,1682;5,8260;263,6936;3,4945;True;True;-0,1110;1,1653;0,8611;302,6464;78,8397;325,4870;0,5213;1,2469;4,9223;0,0000;-0,2458;1,1481;0,8363;313,3923;293,9684;18,0524;0,0751;0,8070;5,8000;0,0000;
42595;0,3099999;13,7508;1,2849;-0,1609;7,9008;265,4861;2,4882;True;True;-0,1093;1,1810;0,9743;310,3657;86,7348;319,2586;-3,1794;0,2414;3,9517;0,0000;-0,2349;1,1618;0,9536;322,2176;302,0295;22,7601;3,8294;1,8230;5,5149;0,0000;
42600;0,3349998;13,6254;1,2669;-0,1670;6,1959;264,7549;3,6597;True;True;-0,1061;1,2127;1,1028;312,6924;94,0613;306,7403;-0,3159;1,6505;5,6956;0,0000;-0,2326;1,1962;1,0919;318,7049;301,6638;29,7234;-0,4529;2,5005;6,1937;0,0000;
42605;0,3599998;13,4991;1,2366;-0,1762;358,8318;267,7639;1,3547;True;True;-0,1404;1,2841;1,5520;321,6234;88,7458;344,8522;-3,5406;1,1827;25,9856;0,0000;-0,2699;1,2619;1,5625;329,8374;288,6011;16,2504;-3,0127;0,2945;29,1475;0,0000;
42610;0,3849998;13,4187;1,2691;-0,1903;358,0750;267,8080;358,6185;True;True;-0,1259;1,1352;1,6717;310,6577;29,0142;88,2261;2,9177;3,4507;-8,3706;0,0000;-0,3137;1,1107;1,6782;11,8727;304,8024;344,3131;-2,8220;3,5580;-7,2360;0,0000;
42615;0,4099998;13,3699;1,3213;-0,1969;358,9975;270,7807;2,6423;True;True;-0,1292;1,0951;1,5555;318,8912;39,8051;22,6394;2,0994;-2,0896;-4,5593;0,0000;-0,2751;1,0846;1,5661;337,7572;314,4786;0,4645;-1,4373;-2,5023;-4,7880;0,0000;
42620;0,4349997;13,3668;1,3630;-0,2074;0,4221;270,8302;1,1215;True;True;-0,1133;1,0623;1,4458;333,6325;35,1780;22,4675;-0,5352;0,0985;-3,8803;0,0000;-0,3187;1,0250;1,4491;350,2613;319,7080;359,2482;-1,2169;-1,4518;-3,9279;0,0000;
42625;0,4599997;13,4031;1,3857;-0,2207;0,2316;270,9263;1,7452;True;True;-0,1251;1,0652;1,3611;335,1591;30,4068;28,5639;-1,2167;0,8252;-3,0982;0,0000;-0,3584;0,9969;1,3345;356,4879;317,1635;353,9466;-1,3545;-0,8222;-3,7611;0,0000;
42630;0,4849997;13,4600;1,4089;-0,2354;2,5250;270,7743;-0,0030;True;True;-0,1444;1,0864;1,2907;335,1143;26,5544;30,4647;-0,8380;1,0137;-2,2729;0,0000;-0,3869;0,9977;1,2389;3,5089;316,0012;350,2812;-0,9251;1,3169;-3,2571;0,0000;
