Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
103175;0,01;15,2222;1,3087;0,4355;9,5702;276,5996;359,5374;True;True;0,7224;1,4059;-0,5491;273,9034;57,1275;28,7748;-0,0515;0,0009;-0,0670;0,0000;0,1317;1,4426;-0,5594;287,4035;97,6360;150,1457;-0,0855;-0,0946;-0,0875;0,0000;
103180;0,035;15,2232;1,3081;0,4357;9,9117;278,8928;359,2103;True;True;0,7213;1,4049;-0,5524;273,7776;53,4528;33,0507;-0,0696;-0,0511;-0,2031;0,0000;0,1294;1,4401;-0,5617;287,9552;96,8641;150,6475;-0,0829;-0,0840;-0,0932;0,0000;
103185;0,05999999;15,2240;1,3074;0,4359;10,2311;279,8040;359,0051;True;True;0,7195;1,4035;-0,5571;274,1169;52,4775;33,8628;0,0025;-0,0860;-0,2026;0,0000;0,1274;1,4373;-0,5630;288,1249;95,7493;151,9436;-0,0463;-0,0778;0,0162;0,0000;
103190;0,085;15,2231;1,3071;0,4385;10,3421;279,8658;358,6448;True;True;0,7198;1,3988;-0,5603;274,4608;49,2139;38,0195;0,1429;-0,2675;-0,1116;0,0000;0,1270;1,4342;-0,5593;287,8849;95,1953;153,4492;0,0049;-0,1875;0,3111;0,0000;
103195;0,11;15,2205;1,3084;0,4440;10,4145;280,5674;358,0011;True;True;0,7239;1,3926;-0,5612;274,8113;47,8562;40,2112;0,2339;-0,1467;-0,0324;0,0000;0,1270;1,4322;-0,5499;288,4440;90,9627;156,6063;0,0541;-0,0171;0,3547;0,0000;
103200;0,135;15,2163;1,3098;0,4446;10,6302;278,0258;359,7798;True;True;0,7308;1,3881;-0,5576;276,0030;41,2069;46,9977;0,2276;-0,2087;0,2242;0,0000;0,1278;1,4312;-0,5423;288,1329;90,4579;157,4610;-0,0157;-0,1366;0,2364;0,0000;
103205;0,16;15,2144;1,3152;0,4323;10,8229;269,9326;359,5727;True;True;0,7386;1,3867;-0,5519;276,6386;33,0976;55,4205;0,2738;0,0357;0,2576;0,0000;0,1207;1,4268;-0,5392;285,9749;88,9732;158,3189;-0,4695;-0,2257;-0,0268;0,0000;
103210;0,185;15,2146;1,3138;0,4154;9,4797;264,9028;0,0008;True;True;0,7400;1,3891;-0,5477;277,5267;38,8649;50,9544;-0,0654;-0,0368;0,0909;0,0000;0,0995;1,4239;-0,5383;285,4438;83,6988;162,1815;-0,5271;-0,1933;0,0502;0,0000;
103215;0,2099999;15,2113;1,3142;0,4039;10,4225;261,8596;359,4452;True;True;0,7341;1,3799;-0,5471;279,5073;50,6059;38,5938;-0,3659;-0,4206;-0,0639;0,0000;0,0879;1,4188;-0,5391;287,3535;81,9068;163,8725;-0,3361;-0,1492;0,0159;0,0000;
103220;0,2349999;15,2079;1,3158;0,3978;10,8547;261,1170;359,3885;True;True;0,7245;1,3720;-0,5442;280,0025;42,6036;45,7314;-0,2128;-0,0958;0,2233;0,0000;0,0765;1,4123;-0,5335;289,4642;73,8537;167,8180;-0,2831;-0,2863;0,2336;0,0000;
103225;0,2599999;15,2050;1,3152;0,3968;10,2847;261,1323;359,8742;True;True;0,7208;1,3727;-0,5408;279,9120;38,7498;50,1882;-0,0699;0,0839;0,0879;0,0000;0,0669;1,4090;-0,5329;293,3292;71,3829;165,4522;-0,2035;-0,0971;-0,1253;0,0000;
103230;0,2849999;15,2030;1,3154;0,3944;10,4197;258,2761;1,7161;True;True;0,7186;1,3739;-0,5368;280,3483;38,2015;48,9399;-0,0350;-0,0700;0,3590;0,0000;0,0570;1,4080;-0,5427;289,2892;68,8687;167,8172;-0,3298;-0,1657;-0,5083;0,0000;
103235;0,3099999;15,2052;1,3155;0,3858;7,4761;250,3199;1,3939;True;True;0,6898;1,3739;-0,5267;277,0685;56,8934;32,4309;-2,2767;0,0949;0,3621;0,0000;0,0543;1,4031;-0,5524;291,2690;68,6489;158,4612;0,5505;-0,2235;0,0338;0,0000;
103240;0,3349998;15,2131;1,3152;0,3708;4,3013;249,2227;359,5531;True;True;0,5884;1,3704;-0,5280;279,0907;78,5013;353,3327;-3,9954;0,0282;0,1604;0,0000;0,0826;1,4075;-0,5551;294,3139;95,3840;135,3100;1,6001;0,4017;0,6771;0,0000;
103245;0,3599998;15,2348;1,2693;0,3806;2,2324;250,3463;357,0499;True;True;0,3941;1,3695;-0,5326;283,7865;141,0356;282,7785;-8,2788;0,5951;-1,7772;0,0000;0,2063;1,4284;-0,5155;305,6187;140,0216;89,8356;7,4017;-0,0773;1,3263;0,0000;
103250;0,3849998;15,2398;1,2831;0,4247;357,1512;246,1659;357,6191;True;True;0,2955;1,4847;-0,4537;299,5763;109,0388;273,7491;3,2629;8,1555;8,7773;0,0000;0,3100;1,4759;-0,3386;308,3506;122,8105;47,8404;0,3293;4,5100;19,6290;0,0000;
103255;0,4099998;15,2361;1,2826;0,4871;359,1908;244,3529;357,9895;True;True;0,2803;1,4724;-0,4033;289,1850;10,6486;30,6965;-2,9333;1,4349;4,8036;0,0000;0,2460;1,4295;-0,3855;274,4878;59,3419;159,0800;9,9032;-2,6443;1,2088;0,0000;
103260;0,4349997;15,2207;1,3090;0,5286;0,1247;248,3158;357,4320;True;True;0,3780;1,4573;-0,3854;281,9231;42,1250;5,3410;4,4822;-0,1791;0,5230;0,0000;0,3800;1,4272;-0,4760;286,8145;261,5868;347,9247;1,6060;-0,2994;-0,9770;0,0000;
103265;0,4599997;15,2145;1,3155;0,5539;1,4011;253,7455;355,4802;True;True;0,4863;1,4664;-0,3611;275,0226;34,4176;29,2459;4,1264;0,7167;-0,1327;0,0000;0,3839;1,4422;-0,4490;287,4204;298,4352;306,4643;2,7824;0,5477;1,2008;0,0000;
103270;0,4849997;15,2040;1,3138;0,5709;0,1215;261,5266;354,7029;True;True;0,5981;1,4739;-0,3821;272,6737;31,9743;35,4930;3,6428;0,0500;-1,1259;0,0000;0,3095;1,4107;-0,3688;280,7124;305,7154;299,1533;0,5337;0,2250;-1,5340;0,0000;
103275;0,5099997;15,1899;1,3100;0,5769;2,1439;268,1146;355,5366;True;True;0,6846;1,4755;-0,4191;273,1874;104,6821;327,2077;1,9906;-0,2614;-1,1754;0,0000;0,3249;1,4269;-0,4185;272,7274;1,8787;247,6709;0,7327;0,8013;-1,9839;0,0000;
103280;0,5349997;15,1783;1,3017;0,5707;7,7509;272,1743;355,1577;True;True;0,7249;1,4673;-0,4560;270,8477;106,2768;329,9102;0,4068;-0,3968;-1,1663;0,0000;0,3444;1,4369;-0,4668;276,6081;107,0685;149,0679;0,7845;0,0946;-1,2988;0,0000;
103285;0,5599996;15,1683;1,2953;0,5517;10,2493;274,6311;356,7966;True;True;0,7248;1,4551;-0,4855;274,1654;297,7265;142,1295;-0,4517;-0,4583;-0,8668;0,0000;0,3603;1,4398;-0,5018;288,2928;118,0240;144,9618;0,4306;-0,1407;-1,0866;0,0000;
