Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
116505;0,005;14,9179;1,2690;0,0758;10,8193;272,0299;359,2211;True;True;0,3569;1,4656;-0,3212;291,4612;254,5673;210,9648;71,3824;293,1291;-64,2492;0,0000;-0,2150;1,4843;-0,3191;297,1875;101,2028;137,5237;-42,9938;296,8610;-63,8299;0,0000;
116510;0,03;14,9194;1,2709;0,0869;10,4882;271,7812;359,7886;True;True;0,3659;1,4661;-0,3224;291,3730;252,7108;210,9838;0,3582;0,0017;-0,0244;0,0000;-0,2039;1,4823;-0,3232;296,8133;100,8945;137,9642;0,4271;-0,1504;-0,0978;0,0000;
116515;0,05499999;14,9213;1,2719;0,0941;10,7389;271,8441;359,9792;True;True;0,3763;1,4663;-0,3209;290,2490;251,9753;210,2738;0,3767;-0,0167;0,1753;0,0000;-0,1927;1,4799;-0,3270;297,8465;98,5747;139,6214;0,3264;-0,0206;-0,1517;0,0000;
116520;0,08;14,9259;1,2692;0,0918;11,2668;272,5216;359,6075;True;True;0,3808;1,4614;-0,3180;287,9191;257,9606;207,3335;-0,1049;-0,4323;-0,0080;0,0000;-0,1852;1,4773;-0,3318;298,3768;99,0153;141,4508;0,2851;-0,2592;-0,2615;0,0000;
116525;0,105;14,9328;1,2662;0,0774;11,4275;273,0958;359,3069;True;True;0,3684;1,4518;-0,3244;286,4311;257,2045;207,3411;-0,5122;-0,3139;-0,2883;0,0000;-0,1908;1,4725;-0,3352;301,7811;97,4040;144,2714;-0,4457;-0,1146;-0,0924;0,0000;
116530;0,13;14,9370;1,2689;0,0562;11,5930;271,2725;359,3091;True;True;0,3512;1,4422;-0,3316;285,9614;262,6520;201,9464;-0,6060;-0,1874;-0,2008;0,0000;-0,2101;1,4742;-0,3415;302,9697;97,4869;143,5779;-0,8849;0,2003;-0,2690;0,0000;
116535;0,155;14,9397;1,2684;0,0314;10,7979;264,6632;358,6695;True;True;0,3366;1,4396;-0,3327;284,6897;266,0861;199,1813;-0,4874;-0,1411;0,0533;0,0000;-0,2393;1,4798;-0,3470;299,7531;97,7485;141,9474;-0,9840;0,0851;-0,2301;0,0000;
116540;0,18;14,9377;1,2747;0,0132;10,0353;261,1981;357,7983;True;True;0,3253;1,4368;-0,3272;280,1970;257,8922;203,2246;-0,2987;-0,0967;0,5050;0,0000;-0,2654;1,4848;-0,3507;295,0023;102,0492;141,8280;-0,9439;0,2179;0,1005;0,0000;
116545;0,2049999;14,9363;1,2729;-0,0064;9,4581;251,2446;1,3840;True;True;0,3126;1,4220;-0,3043;276,6955;241,1367;214,2279;-0,5584;-1,2168;1,1441;0,0000;-0,3005;1,4729;-0,3659;294,0226;96,2140;140,0404;-1,6369;-0,9557;-1,7341;0,0000;
116550;0,2299999;14,9389;1,2387;-0,0375;2,8307;226,8600;5,2235;True;True;0,3460;1,3844;-0,2696;277,0768;251,2740;200,5118;2,4877;-1,5057;1,4088;0,0000;-0,4057;1,4157;-0,4629;288,3097;182,1916;61,6022;-5,2075;-3,1262;-4,1671;0,0000;
