Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist
27000;0,005;14,8427;1,4909;0,0794;12,3694;278,1283;1,1027;True;True;0,5117;1,3010;-0,0243;308,8041;48,7492;40,4073;102,3446;260,2080;-4,8659;0,0000;-0,3260;1,2575;0,0375;302,2888;301,7988;327,5972;-65,2074;251,4991;7,5036;0,0000;
27005;0,03;14,8408;1,4910;0,0752;12,3545;274,5565;0,8812;True;True;0,5253;1,3072;-0,0333;309,8178;57,4796;31,2610;0,6276;0,1097;-0,2210;0,0000;-0,2979;1,2667;0,0420;299,7620;303,7164;329,0317;1,4142;0,3286;0,2528;0,0000;
27010;0,05499999;14,8400;1,4905;0,0756;12,5694;270,6979;0,7899;True;True;0,5315;1,3055;-0,0284;310,9893;60,8456;30,9024;-0,3194;-0,0769;0,4262;0,0000;-0,2491;1,2744;0,0525;294,7534;316,4195;320,6038;1,8734;0,2080;0,4621;0,0000;
27015;0,08;14,8405;1,4888;0,0961;12,8854;272,4185;0,7640;True;True;0,4924;1,3105;-0,0030;310,9762;55,3237;31,8794;-3,5506;0,5129;1,6655;0,0000;-0,1735;1,2753;0,0725;292,5398;332,1108;310,9672;4,5807;-0,1407;1,2774;0,0000;
27020;0,105;14,8418;1,4889;0,1138;12,3311;274,3638;359,8088;True;True;0,4147;1,3097;0,0234;301,8280;20,8193;61,1340;-2,5481;-0,2911;0,6790;0,0000;-0,1146;1,2741;0,0824;286,8576;20,2440;265,0010;1,1534;0,0534;0,0596;0,0000;
27025;0,13;14,8394;1,4892;0,1134;11,4580;270,2134;359,8223;True;True;0,3801;1,3059;0,0266;298,2706;355,6766;87,7590;0,2140;-0,0242;-0,2136;0,0000;-0,1220;1,2813;0,0834;285,3846;14,7381;266,3700;-1,3198;0,5311;-0,2163;0,0000;
27030;0,155;14,8375;1,4897;0,1130;12,4239;272,6065;0,0279;True;True;0,4085;1,2943;0,0200;301,0345;8,9875;72,6858;2,4228;-0,8833;-0,5724;0,0000;-0,1683;1,2872;0,0745;292,4100;317,5296;323,0546;-2,4704;-0,0597;-0,4446;0,0000;
27035;0,18;14,8398;1,4935;0,1273;11,7446;289,5442;1,3037;True;True;0,4716;1,2738;-0,0036;305,5070;33,1724;54,5378;2,3123;-0,8327;-1,0681;0,0000;-0,2026;1,2695;0,0727;294,6941;315,9794;320,9261;-0,8087;-0,9134;0,1500;0,0000;
27040;0,2049999;14,8420;1,4940;0,1265;12,1014;295,3460;1,6178;True;True;0,5051;1,2670;-0,0329;309,3175;43,4100;47,4514;0,4374;0,1531;-0,8576;0,0000;-0,2121;1,2508;0,0813;299,6756;317,6302;320,4020;-0,0489;-0,3107;0,2847;0,0000;
27045;0,2299999;14,8436;1,4945;0,1233;11,8588;296,1950;0,6260;True;True;0,5153;1,2692;-0,0535;304,9985;37,4152;58,6168;0,5506;0,1157;-1,0481;0,0000;-0,1967;1,2506;0,0894;299,9344;313,4788;325,4595;1,0675;0,3161;0,4444;0,0000;
27050;0,2549999;14,8378;1,4929;0,1305;8,0946;305,5971;359,5136;True;True;0,5462;1,2648;-0,1015;309,5292;50,4403;45,0123;1,1531;-0,5105;-2,2383;0,0000;-0,1561;1,2426;0,1103;297,9002;309,4822;333,5917;1,7791;-0,9428;0,9758;0,0000;
27055;0,2799999;14,8324;1,4620;0,1544;5,1691;316,3429;358,4504;True;True;0,6095;1,2465;-0,2001;304,0474;61,0671;46,7134;4,2941;-1,1128;-6,3474;0,0000;-0,0783;1,1943;0,1327;299,0240;317,5071;331,2674;4,8253;-2,6701;0,7825;0,0000;
27060;0,3049999;14,8376;1,4127;0,2001;1,4318;324,7296;357,9185;True;True;0,7121;1,2929;-0,3580;309,8920;108,3084;5,2952;6,2412;5,2837;-9,8350;0,0000;-0,0367;1,1911;0,1312;295,7864;308,0599;347,3303;1,7029;1,3591;-0,0335;0,0000;
